"Employee_ID","Start_Date","End_Date","Job_Title","Salary","Gender","Birth_Date","Emp_Hire_Date","Emp_Term_Date"
"120362","01DEC2002","31DEC9999","Sales Rep. II","$26,780.00","F","06OCT1984","01DEC2002","."
"120363","01JAN1970","31AUG2001","Sales Rep. IV","$31,605.00","F","11SEP1940","01JAN1970","31AUG2001"
"120364","01JUN1978","31DEC9999","Sales Rep. IV","$32,270.00","F","22FEB1955","01JUN1978","."
"120365","01JAN1977","31DEC9999","Sales Rep. II","$26,020.00","F","12JUN1955","01JAN1977","."
"120366","01JAN1970","30SEP2000","Sales Rep. I","$26,945.00","F","26AUG1940","01JAN1970","30SEP2000"
"120367","01JUN1979","31DEC9999","Sales Rep. I","$25,320.00","F","23MAR1960","01JUN1979","."
"120368","01JAN1987","31DEC9999","Sales Rep. I","$27,095.00","M","11JAN1965","01JAN1987","."
"120369","01JAN1993","31DEC9999","Sales Rep. I","$27,225.00","M","17SEP1970","01JAN1993","."
"120370","01JAN2002","31DEC9999","Sales Rep. II","$27,795.00","F","15JUN1980","01JAN2002","."
"120371","01JAN1999","31DEC9999","Sales Rep. IV","$30,635.00","M","04APR1975","01JAN1999","."
"120372","01JAN1970","31AUG1999","Sales Rep. II","$26,835.00","M","03MAY1950","01JAN1970","31AUG1999"
"120373","01DEC1973","30APR1998","Sales Rep. IV","$31,590.00","M","04NOV1950","01DEC1973","30APR1998"
"120374","01JAN1970","31DEC9999","Sales Rep. I","$25,425.00","F","14APR1940","01JAN1970","."
"120375","01APR1989","31DEC9999","Sales Rep. I","$25,050.00","F","02FEB1965","01APR1989","."
"120376","01JAN1970","31DEC9999","Sales Rep. I","$26,745.00","F","03APR1940","01JAN1970","."
"120377","01AUG2000","30SEP2001","Sales Rep. II","$28,040.00","M","09DEC1980","01AUG2000","30SEP2001"
"120378","01DEC1990","31DEC9999","Sales Rep. III","$28,135.00","F","14FEB1965","01DEC1990","."
"120379","01FEB1971","31DEC9999","Sales Rep. III","$30,540.00","M","21OCT1945","01FEB1971","."
"120380","01NOV1992","28FEB1999","Sales Rep. IV","$32,075.00","M","03MAY1965","01NOV1992","28FEB1999"
"120381","01JUN1987","31DEC9999","Sales Rep. I","$26,975.00","M","14JUN1960","01JUN1987","."
"120382","01MAR1975","31DEC9999","Sales Rep. II","$27,070.00","F","19SEP1955","01MAR1975","."
"120383","01JUL1985","30APR2001","Sales Rep. I","$25,190.00","M","15MAY1960","01JUL1985","30APR2001"
"120384","01NOV1979","31DEC9999","Sales Rep. II","$26,210.00","M","28APR1955","01NOV1979","."
"120385","01APR1983","31MAR1999","Sales Rep. I","$26,865.00","M","09MAY1955","01APR1983","31MAR1999"
"120386","01JAN1970","31DEC9999","Sales Rep. II","$27,490.00","M","13MAR1945","01JAN1970","."
"120387","01JAN1970","31DEC9999","Sales Rep. I","$25,065.00","F","19FEB1940","01JAN1970","."
"120388","01NOV1977","31DEC9999","Sales Rep. III","$28,635.00","M","08FEB1955","01NOV1977","."
"120389","01JAN1990","31DEC9999","Sales Rep. II","$26,420.00","M","07APR1965","01JAN1990","."
"120390","01NOV2000","31DEC9999","Sales Rep. III","$30,480.00","M","12SEP1982","01NOV2000","."
"120391","01SEP1998","31DEC9999","Sales Rep. III","$29,445.00","F","27MAY1980","01SEP1998","."
"120392","01AUG1992","30SEP1999","Sales Rep. IV","$30,340.00","M","15JUL1965","01AUG1992","30SEP1999"
"120393","01NOV1984","31DEC9999","Sales Rep. I","$26,625.00","F","07MAY1955","01NOV1984","."
"120394","01OCT1990","31DEC9999","Sales Rep. III","$30,235.00","M","03FEB1970","01OCT1990","."
"120395","01FEB2001","31DEC9999","Sales Rep. II","$27,145.00","M","02DEC1982","01FEB2001","."
"120396","01JAN1970","31DEC9999","Sales Rep. IV","$31,430.00","M","26NOV1940","01JAN1970","."
"120397","01DEC2002","31JAN2003","Temp. Sales Rep.","$27,480.00","F","20MAY1984","01DEC2002","31JAN2003"
"120398","01DEC2002","31JAN2003","Temp. Sales Rep.","$26,910.00","M","07FEB1955","01DEC2002","31JAN2003"
"120399","01DEC2002","31DEC2002","Temp. Sales Rep.","$25,605.00","M","11OCT1950","01DEC2002","31DEC2002"
"120400","01DEC2002","31MAY2003","Temp. Sales Rep.","$27,225.00","M","14DEC1965","01DEC2002","31MAY2003"
"120401","01DEC2002","31MAY2003","Temp. Sales Rep.","$26,725.00","F","27JAN1970","01DEC2002","31MAY2003"
"120402","01DEC2002","28FEB2003","Temp. Sales Rep.","$26,325.00","F","14DEC1980","01DEC2002","28FEB2003"
"120403","01DEC2002","31DEC2002","Temp. Sales Rep.","$26,115.00","M","06JUL1975","01DEC2002","31DEC2002"
"120404","01DEC2002","31MAY2003","Temp. Sales Rep.","$27,100.00","M","03MAR1982","01DEC2002","31MAY2003"
"120405","01DEC2002","28FEB2003","Temp. Sales Rep.","$27,180.00","F","15JUL1940","01DEC2002","28FEB2003"
"120406","01DEC2002","28FEB2003","Temp. Sales Rep.","$26,420.00","F","05AUG1982","01DEC2002","28FEB2003"
"120407","01DEC2002","30APR2003","Temp. Sales Rep.","$27,170.00","M","20JUN1980","01DEC2002","30APR2003"
"120408","01FEB2003","31JUL2003","Trainee","$26,330.00","M","27DEC1984","01FEB2003","31JUL2003"
"120409","01MAR2001","31DEC9999","Sales Rep. III","$28,460.00","F","26OCT1975","01MAR2001","."
"120410","01JUL1982","31DEC9999","Sales Rep. I","$25,105.00","F","13FEB1960","01JUL1982","."
"120411","01NOV1971","31DEC9999","Sales Rep. II","$27,600.00","M","17JAN1950","01NOV1971","."
"120412","01JUN1999","31DEC9999","Vice President","$192,940.00","M","26AUG1974","01JUN1999","."
"120413","01JUN1995","31DEC9999","Sales Manager","$84,285.00","M","14DEC1965","01JUN1995","."
"120414","01MAY1982","31DEC9999","Secretary IV","$31,555.00","M","02AUG1955","01MAY1982","."
"120415","01OCT1996","31DEC9999","Senior Sales Manager","$91,580.00","M","16FEB1970","01OCT1996","."
"120416","01OCT1981","31MAR2000","Office Assistant II","$28,500.00","F","08JAN1955","01OCT1981","31MAR2000"
"120417","01DEC1991","30SEP2001","Office Assistant I","$25,850.00","M","11FEB1965","01DEC1991","30SEP2001"
"120418","01NOV2002","31DEC9999","Office Assistant I","$25,705.00","M","02AUG1984","01NOV2002","."
"120419","01AUG2002","31DEC9999","Office Assistant II","$26,735.00","M","21MAR1984","01AUG2002","."
"120420","01JAN1985","31DEC9999","Clerk II","$26,125.00","F","04OCT1965","01JAN1985","."
"120421","01MAY2002","31DEC9999","Clerk I","$26,090.00","M","06MAR1982","01MAY2002","."
"120422","01JUN2002","31DEC9999","Warehouse Manager","$42,305.00","F","21NOV1974","01JUN2002","."
"120423","01FEB1974","31DEC9999","Warehouse Assistant I","$26,380.00","F","20NOV1945","01FEB1974","."
"120424","01OCT1979","31DEC9999","Warehouse Assistant III","$27,760.00","M","08MAR1960","01OCT1979","."
"120425","01APR2002","31DEC9999","Security Manager","$30,545.00","F","12JUL1980","01APR2002","."
"120426","01MAY2002","31DEC9999","Security Guard II","$35,525.00","F","11NOV1982","01MAY2002","."
"120427","01SEP2002","31DEC9999","Service Assistant II","$28,540.00","M","08OCT1984","01SEP2002","."
"120428","01JUN2002","31DEC9999","Service Assistant I","$27,180.00","M","02JAN1982","01JUN2002","."
"120429","01APR2001","31DEC9999","Cabinet Maker IV","$33,445.00","M","13APR1980","01APR2001","."
"120430","01MAR1996","31DEC9999","Cabinet Maker I","$27,250.00","M","09SEP1970","01MAR1996","."
"120431","01AUG1997","31DEC9999","Cabinet Maker II","$29,430.00","F","17MAR1975","01AUG1997","."
"120432","01MAY2002","31DEC9999","Electrician III","$27,735.00","M","13JUL1982","01MAY2002","."
"120433","01JUL2002","31DEC9999","Electrician I","$27,380.00","M","11OCT1980","01JUL2002","."
"120434","01JUN2002","31DEC9999","Sales Rep. I","$26,575.00","F","25JUN1975","01JUN2002","."
"120435","01FEB1977","31DEC9999","Sales Rep. III","$28,680.00","F","28DEC1950","01FEB1977","."
"120436","01APR1980","31DEC9999","Sales Rep. I","$25,400.00","F","17MAR1955","01APR1980","."
"120437","01DEC2002","31DEC9999","Sales Rep. I","$26,195.00","M","27NOV1975","01DEC2002","."
"120438","01JUL1970","31DEC9999","Sales Rep. II","$26,535.00","F","28JAN1950","01JUL1970","."
"120439","01JUL1981","31DEC9999","Sales Rep. III","$28,590.00","M","07JAN1955","01JUL1981","."
"120440","01OCT2002","31DEC9999","Sales Rep. I","$27,325.00","M","10DEC1975","01OCT2002","."
"120441","01JUL2002","31DEC9999","Sales Rep. II","$26,065.00","M","03MAR1984","01JUL2002","."
"120442","01MAR1984","31DEC9999","Sales Rep. IV","$39,185.00","F","16DEC1965","01MAR1984","."
"120443","01DEC2002","31DEC9999","Sales Rep. II","$26,805.00","M","20JUL1984","01DEC2002","."
"120444","01JAN1970","31DEC9999","Sales Rep. I","$26,145.00","M","19NOV1940","01JAN1970","."
"120445","01NOV1979","31DEC9999","Sales Rep. I","$25,820.00","F","14MAR1950","01NOV1979","."
"120446","01JAN1970","31DEC9999","Sales Rep. III","$29,660.00","M","23SEP1940","01JAN1970","."
"120447","01OCT1979","31AUG2001","Sales Rep. II","$27,900.00","F","06AUG1955","01OCT1979","31AUG2001"
"120448","01SEP2002","31DEC9999","Sales Rep. I","$26,290.00","F","06NOV1984","01SEP2002","."
"120449","01NOV2002","31DEC9999","Sales Rep. I","$26,775.00","F","06NOV1982","01NOV2002","."
"120450","01MAY2000","31DEC9999","Sales Rep. I","$25,265.00","M","21NOV1975","01MAY2000","."
"120451","01NOV1993","31DEC9999","Sales Rep. III","$28,140.00","F","16NOV1970","01NOV1993","."
"120452","01AUG2002","31DEC9999","Sales Rep. II","$27,310.00","M","23APR1980","01AUG2002","."
"120453","01MAR1988","31DEC9999","Sales Rep. III","$30,620.00","F","26APR1965","01MAR1988","."
"120454","01DEC1973","31DEC9999","Sales Rep. II","$27,770.00","M","20AUG1950","01DEC1973","."
"120455","01JAN1970","31JAN2000","Sales Rep. I","$28,555.00","F","01FEB1940","01JAN1970","31JAN2000"
"120456","01FEB2002","31DEC9999","Sales Rep. I","$25,465.00","M","21JUN1982","01FEB2002","."
"120457","01NOV1997","31DEC9999","Sales Rep. IV","$31,745.00","M","08AUG1975","01NOV1997","."
"120458","01SEP1974","31DEC9999","Sales Rep. II","$27,480.00","F","21DEC1950","01SEP1974","."
"120459","01JAN1970","31DEC9999","Sales Rep. I","$26,150.00","F","18FEB1945","01JAN1970","."
"120460","01JAN1978","31DEC9999","Sales Rep. II","$28,040.00","M","09JAN1955","01JAN1978","."
"120461","01NOV1979","31DEC9999","Sales Rep. III","$30,385.00","M","28MAY1960","01NOV1979","."
"120462","01JAN1970","31DEC9999","Sales Rep. II","$28,580.00","M","09APR1945","01JAN1970","."
"120463","01JAN2000","31DEC9999","Sales Rep. III","$28,310.00","M","14APR1970","01JAN2000","."
"120464","01MAY1995","31DEC9999","Sales Rep. II","$27,205.00","M","12OCT1975","01MAY1995","."
"120465","01MAY1999","31DEC9999","Sales Rep. I","$25,045.00","M","23FEB1975","01MAY1999","."
"120466","01MAR2002","31DEC9999","Sales Rep. II","$26,125.00","F","16JUN1980","01MAR2002","."
"120467","01JAN1970","31DEC9999","Sales Rep. III","$28,115.00","M","10FEB1940","01JAN1970","."
"120468","01APR1992","31DEC9999","Sales Rep. II","$28,360.00","M","13MAY1970","01APR1992","."
"120469","01OCT1995","31DEC9999","Sales Rep. III","$28,185.00","F","12SEP1975","01OCT1995","."
"120470","01MAY1990","31DEC9999","Sales Rep. III","$28,120.00","M","23MAR1965","01MAY1990","."
"120471","01MAY1976","31DEC9999","Sales Rep. I","$26,960.00","M","20MAR1950","01MAY1976","."
"120472","01JUN1988","31DEC9999","Sales Rep. I","$25,010.00","M","03JAN1970","01JUN1988","."
"120473","01JAN1970","31DEC9999","Sales Rep. II","$27,180.00","M","19SEP1945","01JAN1970","."
"120474","01NOV2000","31DEC9999","Sales Rep. I","$26,250.00","F","28SEP1980","01NOV2000","."
"120475","01DEC2002","31DEC9999","Sales Rep. II","$27,375.00","F","04MAR1982","01DEC2002","."
"120476","01FEB1976","31DEC9999","Sales Rep. II","$28,325.00","M","21NOV1950","01FEB1976","."
"120477","01OCT1973","31DEC9999","Sales Rep. II","$26,095.00","M","23JUL1955","01OCT1973","."
"120478","01JUN1990","31DEC9999","Sales Rep. I","$25,560.00","F","16SEP1960","01JUN1990","."
"120479","01JUN2001","31DEC9999","Sales Rep. II","$27,745.00","M","20MAR1980","01JUN2001","."
"120480","01SEP2002","31DEC9999","Sales Rep. II","$26,535.00","F","17JAN1984","01SEP2002","."
"120481","01JUN1990","31DEC9999","Sales Rep. I","$26,620.00","M","28JUL1960","01JUN1990","."
"120482","01APR1974","31DEC9999","Sales Rep. III","$29,805.00","F","10APR1950","01APR1974","."
"120483","01JAN1970","31DEC9999","Sales Rep. III","$28,430.00","M","25APR1945","01JAN1970","."
"120484","01OCT2002","31DEC9999","Sales Rep. I","$27,225.00","F","26OCT1980","01OCT2002","."
"120485","01NOV1975","31DEC9999","Sales Rep. III","$29,490.00","M","04DEC1945","01NOV1975","."
"120486","01JAN1970","31DEC9999","Sales Rep. I","$25,395.00","F","20MAY1940","01JAN1970","."
"120487","01APR2002","31DEC9999","Sales Rep. II","$33,040.00","F","07JUN1984","01APR2002","."
"120488","01APR1991","31DEC2000","Sales Rep. I","$27,350.00","F","23APR1970","01APR1991","31DEC2000"
"120489","01SEP1997","31DEC9999","Sales Rep. I","$26,830.00","M","17JUL1970","01SEP1997","."
"120490","01JUL1974","31DEC9999","Sales Rep. I","$27,425.00","F","22FEB1955","01JUL1974","."
"120491","01SEP2002","31DEC9999","Sales Rep. II","$26,600.00","M","06DEC1980","01SEP2002","."
"120492","01OCT1998","31DEC9999","Sales Rep. II","$26,675.00","M","07APR1970","01OCT1998","."
"120493","01FEB1975","31DEC9999","Sales Rep. I","$25,240.00","M","20MAR1950","01FEB1975","."
"120494","01JAN1986","31DEC9999","Sales Rep. I","$27,050.00","F","25MAR1960","01JAN1986","."
"120495","01DEC1998","31AUG2000","Sales Rep. III","$28,180.00","M","16AUG1970","01DEC1998","31AUG2000"
"120496","01DEC2002","31DEC2002","Temp. Sales Rep.","$25,240.00","F","04JUN1965","01DEC2002","31DEC2002"
"120497","01DEC2002","30APR2003","Temp. Sales Rep.","$26,695.00","M","28SEP1975","01DEC2002","30APR2003"
"120498","01DEC2002","30APR2003","Temp. Sales Rep.","$25,665.00","F","11MAR1955","01DEC2002","30APR2003"
"120499","01DEC2002","28FEB2003","Temp. Sales Rep.","$28,885.00","M","03JUL1940","01DEC2002","28FEB2003"
"120500","01DEC2002","31MAR2003","Temp. Sales Rep.","$27,475.00","M","15DEC1970","01DEC2002","31MAR2003"
"120501","01DEC2002","30APR2003","Temp. Sales Rep.","$26,140.00","F","13NOV1970","01DEC2002","30APR2003"
"120502","01FEB2003","31JUL2003","Trainee","$24,050.00","M","09SEP1984","01FEB2003","31JUL2003"
"120503","01OCT2001","31MAR2002","Trainee","$24,580.00","M","22FEB1982","01OCT2001","31MAR2002"
"120504","01JAN1999","30JUN1999","Trainee","$24,030.00","F","20OCT1965","01JAN1999","30JUN1999"
"120505","01JAN1999","30JUN1999","Trainee","$25,545.00","F","14APR1960","01JAN1999","30JUN1999"
"120506","01JAN1970","31DEC9999","Sales Rep. I","$25,990.00","F","12APR1945","01JAN1970","."
"120507","01APR1980","31DEC9999","Sales Rep. I","$25,795.00","M","02FEB1960","01APR1980","."
"120508","01OCT1977","31MAY2002","Sales Rep. I","$27,270.00","F","01OCT1955","01OCT1977","31MAY2002"
"120509","01JAN1970","31JUL2001","Sales Rep. I","$26,345.00","M","02MAR1950","01JAN1970","31JUL2001"
"120510","01NOV1993","31DEC9999","Director","$151,940.00","F","22AUG1972","01NOV1993","."
"120511","01JAN1970","31DEC9999","Sales Manager","$87,535.00","F","24MAY1940","01JAN1970","."
"120512","01DEC1988","31DEC9999","Sales Manager","$86,055.00","F","25FEB1960","01DEC1988","."
"120513","01FEB1994","31DEC9999","Secretary III","$35,080.00","F","28JUL1965","01FEB1994","."
"120514","01JAN1970","31DEC9999","Office Assistant II","$28,170.00","M","20JAN1940","01JAN1970","."
"120515","01NOV1999","31DEC9999","Office Assistant III","$30,140.00","M","17AUG1975","01NOV1999","."
"120516","01NOV2000","31DEC9999","Clerk II","$26,210.00","F","04FEB1980","01NOV2000","."
"120517","01MAY1996","31DEC9999","Warehouse Manager","$41,965.00","F","23AUG1972","01MAY1996","."
"120518","01NOV1983","31DEC9999","Warehouse Assistant I","$26,440.00","M","18MAY1955","01NOV1983","."
"120519","01SEP1998","31DEC9999","Security Manager","$32,195.00","F","10AUG1975","01SEP1998","."
"120520","01AUG1988","31DEC9999","Security Guard I","$25,820.00","F","01MAR1965","01AUG1988","."
"120521","01MAR2002","31DEC9999","Service Assistant II","$34,865.00","F","26MAR1984","01MAR2002","."
"120522","01MAR1995","31DEC9999","Service Assistant I","$27,420.00","F","17FEB1975","01MAR1995","."
"120523","01OCT1985","31DEC9999","Cabinet Maker II","$28,925.00","M","19JAN1960","01OCT1985","."
"120524","01AUG2000","31DEC9999","Electrician II","$27,060.00","F","04NOV1980","01AUG2000","."
"120525","01FEB1999","31DEC9999","Sales Rep. II","$28,120.00","F","11JUL1984","01FEB1999","."
"120526","01OCT1983","31DEC9999","Sales Rep. II","$27,640.00","M","25JUN1965","01OCT1983","."
"120527","01JUL1980","31DEC9999","Sales Rep. III","$30,135.00","F","26NOV1960","01JUL1980","."
"120528","01JAN1970","31AUG1999","Sales Rep. II","$27,785.00","F","08SEP1940","01JAN1970","31AUG1999"
"120529","01APR1970","31DEC9999","Sales Rep. I","$27,030.00","F","20OCT1945","01APR1970","."
"120530","01JUL1982","31DEC9999","Sales Rep. I","$25,340.00","F","20NOV1982","01JUL1982","."
"120531","01FEB1993","31DEC9999","Sales Rep. IV","$31,920.00","M","04APR1965","01FEB1993","."
"120532","01NOV1998","31DEC9999","Sales Rep. II","$26,090.00","M","18JUL1975","01NOV1998","."
"120533","01JAN1970","30APR2000","Sales Rep. III","$37,320.00","F","17SEP1940","01JAN1970","30APR2000"
"120534","01OCT2002","31DEC9999","Sales Rep. II","$26,350.00","M","06NOV1984","01OCT2002","."
"120535","01JAN1979","31DEC9999","Sales Rep. I","$26,455.00","F","07MAY1950","01JAN1979","."
"120536","01JAN1970","31MAY1999","Sales Rep. III","$30,280.00","F","19JUN1940","01JAN1970","31MAY1999"
"120537","01JAN1997","31DEC9999","Sales Rep. III","$29,860.00","M","08AUG1970","01JAN1997","."
"120538","01JAN1970","31DEC9999","Sales Rep. III","$28,615.00","F","09SEP1940","01JAN1970","."
"120539","01JUN1990","31JAN1999","Sales Rep. II","$28,510.00","F","11OCT1965","01JUN1990","31JAN1999"
"120540","01JAN1970","31DEC9999","Sales Rep. I","$26,585.00","M","03JAN1945","01JAN1970","."
"120541","01OCT1983","31DEC9999","Sales Rep. III","$30,260.00","M","13JUL1960","01OCT1983","."
"120542","01MAR2002","31DEC9999","Sales Rep. I","$27,410.00","F","20MAR1984","01MAR2002","."
"120543","01JAN1970","31DEC1999","Sales Rep. I","$26,980.00","M","11FEB1940","01JAN1970","31DEC1999"
"120544","01AUG2000","31DEC9999","Sales Rep. I","$33,925.00","M","22DEC1984","01AUG2000","."
"120545","01JAN1995","30APR2000","Sales Rep. I","$30,460.00","F","16SEP1970","01JAN1995","30APR2000"
"120546","01JUL2000","31DEC9999","Sales Rep. III","$28,955.00","M","05NOV1980","01JUL2000","."
"120547","01AUG1989","31DEC9999","Sales Rep. I","$27,125.00","M","28MAY1960","01AUG1989","."
"120548","01AUG2002","31DEC9999","Sales Rep. I","$25,050.00","F","23MAR1984","01AUG2002","."
"120549","01JUN1981","30SEP1999","Sales Rep. I","$26,180.00","F","21JUN1955","01JUN1981","30SEP1999"
"120550","01MAR2002","31DEC9999","Sales Rep. I","$26,090.00","F","01NOV1984","01MAR2002","."
"120551","01AUG1996","31DEC9999","Sales Rep. I","$25,110.00","M","18MAR1975","01AUG1996","."
"120552","01OCT2002","31DEC9999","Sales Rep. II","$27,430.00","M","22MAR1984","01OCT2002","."
"120553","01SEP1976","31DEC9999","Sales Rep. I","$20,835.00","M","21FEB1950","01SEP1976","."
"120554","01SEP1975","31DEC9999","Sales Rep. II","$26,560.00","M","09SEP1945","01SEP1975","."
"120555","01DEC1999","31DEC9999","Sales Rep. III","$29,360.00","M","13NOV1975","01DEC1999","."
"120556","01OCT1984","31DEC9999","Sales Rep. I","$26,080.00","M","13JUL1955","01OCT1984","."
"120557","01NOV1981","28FEB1999","Sales Rep. I","$26,915.00","M","06DEC1960","01NOV1981","28FEB1999"
"120558","01MAR2001","31DEC9999","Sales Rep. I","$25,410.00","M","28APR1975","01MAR2001","."
"120559","01JAN1970","31DEC9999","Sales Rep. II","$27,150.00","F","13JUN1940","01JAN1970","."
"120560","01JUN2002","31DEC9999","Sales Rep. III","$29,995.00","M","22DEC1982","01JUN2002","."
"120561","01JUL1994","31DEC9999","Sales Rep. I","$25,515.00","M","13JUL1970","01JUL1994","."
"120562","01JUN2000","31JAN2001","Sales Rep. I","$26,525.00","F","11NOV1984","01JUN2000","31JAN2001"
"120563","01JUN1994","31DEC9999","Sales Rep. III","$29,920.00","M","23MAR1970","01JUN1994","."
"120564","01DEC2002","31DEC2002","Temp. Sales Rep.","$27,465.00","F","06MAY1965","01DEC2002","31DEC2002"
"120565","01DEC2002","31MAY2003","Temp. Sales Rep.","$26,075.00","M","10AUG1965","01DEC2002","31MAY2003"
"120566","01DEC2002","30JUN2003","Temp. Sales Rep.","$27,490.00","M","13MAR1984","01DEC2002","30JUN2003"
"120567","01DEC2002","30JUN2003","Temp. Sales Rep.","$25,820.00","M","18JAN1984","01DEC2002","30JUN2003"
"120568","01DEC2002","30JUN2003","Temp. Sales Rep.","$26,305.00","F","08FEB1965","01DEC2002","30JUN2003"
"120569","01DEC2002","31MAR2003","Temp. Sales Rep.","$27,265.00","F","22FEB1960","01DEC2002","31MAR2003"
"120570","01DEC2002","28FEB2003","Temp. Sales Rep.","$27,380.00","M","21JAN1940","01DEC2002","28FEB2003"
"120571","01DEC2002","30APR2003","Temp. Sales Rep.","$26,495.00","F","01MAR1945","01DEC2002","30APR2003"
"120572","01JAN1999","30JUN1999","Trainee","$25,225.00","F","09APR1955","01JAN1999","30JUN1999"
"120573","01OCT1971","31DEC9999","Sales Rep. III","$29,275.00","M","03DEC1950","01OCT1971","."
"120574","01DEC1985","31DEC9999","Sales Rep. I","$26,840.00","M","16AUG1965","01DEC1985","."
"120575","01AUG2002","31DEC9999","Sales Rep. II","$26,395.00","M","24DEC1982","01AUG2002","."
"120576","01JUN1994","31DEC9999","Director","$151,190.00","M","08AUG1970","01JUN1994","."
"120577","01JUL1989","31DEC9999","Sales Manager","$80,890.00","F","18MAR1970","01JUL1989","."
"120578","01AUG2002","31DEC9999","Secretary II","$27,640.00","M","08JUN1980","01AUG2002","."
"120579","01JAN1975","31DEC9999","Office Assistant I","$25,120.00","M","20NOV1955","01JAN1975","."
"120580","01JUL2002","31DEC9999","Office Assistant I","$27,055.00","F","04APR1975","01JUL2002","."
"120581","01JUN1998","31DEC9999","Clerk III","$28,640.00","F","14JAN1980","01JUN1998","."
"120582","01JAN1970","31DEC9999","Warehouse Manager","$42,875.00","M","09APR1950","01JAN1970","."
"120583","01JUL1992","31DEC9999","Warehouse Assistant II","$26,080.00","M","03JUN1965","01JUL1992","."
"120584","01JAN1970","31DEC9999","Security Manager","$32,355.00","F","25JUL1945","01JAN1970","."
"120585","01APR2002","31DEC9999","Security Guard II","$28,035.00","F","01JAN1980","01APR2002","."
"120586","01MAR1971","31DEC9999","Security Guard I","$27,180.00","F","28MAR1950","01MAR1971","."
"120587","01JUL1970","31DEC9999","Service Assistant I","$27,220.00","M","20APR1945","01JUL1970","."
"120588","01JUL2002","31DEC9999","Service Assistant II","$28,995.00","M","05FEB1984","01JUL2002","."
"120589","01OCT2002","31DEC9999","Cabinet Maker II","$28,725.00","M","16FEB1984","01OCT2002","."
"120590","01NOV2002","31DEC9999","Cabinet Maker III","$32,800.00","F","16APR1980","01NOV2002","."
"120591","01AUG2002","31DEC9999","Sales Rep. II","$26,275.00","M","28MAR1982","01AUG2002","."
"120592","01APR2002","31DEC9999","Sales Rep. II","$26,945.00","M","08FEB1980","01APR2002","."
"120593","01JAN1970","31DEC9999","Sales Rep. III","$29,500.00","F","21AUG1945","01JAN1970","."
"120594","01JUL2002","31DEC9999","Sales Rep. III","$28,735.00","M","28JAN1980","01JUL2002","."
"120595","01APR2002","31DEC9999","Sales Rep. II","$26,190.00","F","01NOV1980","01APR2002","."
"120596","01AUG2002","31DEC9999","Sales Rep. II","$28,435.00","F","21DEC1982","01AUG2002","."
"120597","01APR2002","31DEC9999","Sales Rep. I","$25,940.00","M","26FEB1980","01APR2002","."
"120598","01MAR2002","31DEC9999","Sales Rep. III","$30,210.00","F","04JUN1982","01MAR2002","."
"120599","01JAN1970","31AUG2002","Sales Rep. III","$29,555.00","F","25OCT1940","01JAN1970","31AUG2002"
"120600","01APR1974","31DEC9999","Sales Rep. I","$29,805.00","M","14MAY1955","01APR1974","."
"120601","01JAN1970","31MAY1999","Sales Rep. II","$28,580.00","M","26OCT1940","01JAN1970","31MAY1999"
"120602","01APR1976","31DEC9999","Sales Rep. I","$25,940.00","F","20JUL1955","01APR1976","."
"120603","01DEC1977","31DEC9999","Sales Rep. II","$26,425.00","M","05AUG1950","01DEC1977","."
"120604","01JUL1990","31DEC9999","Sales Rep. III","$30,525.00","F","28DEC1965","01JUL1990","."
"120605","01JAN1970","31MAR2002","Sales Rep. I","$27,135.00","F","11JUN1945","01JAN1970","31MAR2002"
"120606","01JUL1979","31DEC9999","Sales Rep. III","$30,040.00","F","08AUG1955","01JUL1979","."
"120607","01DEC1980","31AUG2000","Sales Rep. IV","$30,655.00","M","26AUG1955","01DEC1980","31AUG2000"
"120608","01JUN1997","31JAN2000","Sales Rep. III","$30,460.00","M","16NOV1975","01JUN1997","31JAN2000"
"120609","01MAR2002","31DEC9999","Sales Rep. I","$26,890.00","F","11JAN1984","01MAR2002","."
"120610","01AUG1999","31DEC9999","Sales Rep. II","$26,900.00","F","16MAR1970","01AUG1999","."
"120611","01MAY2002","31DEC9999","Sales Rep. II","$26,590.00","M","09MAR1984","01MAY2002","."
"120612","01JAN2003","31DEC9999","Sales Rep. I","$26,220.00","M","15DEC1984","01JAN2003","."
"120613","01JAN1970","30SEP2002","Sales Rep. II","$28,415.00","M","22MAY1940","01JAN1970","30SEP2002"
"120614","01MAR1990","28FEB2002","Sales Rep. I","$26,735.00","F","15APR1965","01MAR1990","28FEB2002"
"120615","01APR1984","31DEC9999","Sales Rep. III","$29,235.00","M","10MAY1955","01APR1984","."
"120616","01OCT2002","31DEC9999","Sales Rep. I","$26,765.00","M","05JAN1975","01OCT2002","."
"120617","01OCT1980","31JAN2001","Sales Rep. I","$25,655.00","M","11OCT1960","01OCT1980","31JAN2001"
"120618","01JAN1973","31DEC9999","Sales Rep. II","$28,075.00","F","23JAN1945","01JAN1973","."
"120619","01JAN1970","31DEC9999","Sales Rep. I","$26,105.00","M","09DEC1950","01JAN1970","."
"120620","01DEC1973","31DEC9999","Sales Rep. III","$29,445.00","M","15MAR1955","01DEC1973","."
"120621","01DEC1978","31DEC9999","Sales Rep. I","$25,895.00","F","02OCT1950","01DEC1978","."
"120622","01JUN1981","31MAR1999","Sales Rep. I","$26,530.00","M","02JAN1960","01JUN1981","31MAR1999"
"120623","01NOV1984","31DEC9999","Sales Rep. I","$27,095.00","F","11SEP1960","01NOV1984","."
