"County_ID","County_Type","County_Name","Province_Type","Province_Name","Region_Name","Region_Type","State_ID","Country"
"926000544","926001","Terrell",".","","",".","9260013",""
"926000545","926001","Thomas",".","","",".","9260013",""
"926000546","926001","Tift",".","","",".","9260013",""
"926000547","926001","Toombs",".","","",".","9260013",""
"926000548","926001","Towns",".","","",".","9260013",""
"926000549","926001","Treutlen",".","","",".","9260013",""
"926000550","926001","Troup",".","","",".","9260013",""
"926000551","926001","Turner",".","","",".","9260013",""
"926000552","926001","Twiggs",".","","",".","9260013",""
"926000553","926001","Union",".","","",".","9260013",""
"926000554","926001","Upson",".","","",".","9260013",""
"926000555","926001","Walker",".","","",".","9260013",""
"926000556","926001","Walton",".","","",".","9260013",""
"926000557","926001","Ware",".","","",".","9260013",""
"926000558","926001","Warren",".","","",".","9260013",""
"926000559","926001","Washington",".","","",".","9260013",""
"926000560","926001","Wayne",".","","",".","9260013",""
"926000561","926001","Webster",".","","",".","9260013",""
"926000562","926001","Wheeler",".","","",".","9260013",""
"926000563","926001","White",".","","",".","9260013",""
"926000564","926001","Whitfield",".","","",".","9260013",""
"926000565","926001","Wilcox",".","","",".","9260013",""
"926000566","926001","Wilkes",".","","",".","9260013",""
"926000567","926001","Wilkinson",".","","",".","9260013",""
"926000568","926001","Worth",".","","",".","9260013",""
"926000569","926001","Hawaii",".","","",".","9260015",""
"926000570","926001","Honolulu",".","","",".","9260015",""
"926000571","926001","Kalawao",".","","",".","9260015",""
"926000572","926001","Kauai",".","","",".","9260015",""
"926000573","926001","Maui",".","","",".","9260015",""
"926000574","926001","Adair",".","","",".","9260019",""
"926000575","926001","Adams",".","","",".","9260019",""
"926000576","926001","Allamakee",".","","",".","9260019",""
"926000577","926001","Appanoose",".","","",".","9260019",""
"926000578","926001","Audubon",".","","",".","9260019",""
"926000579","926001","Benton",".","","",".","9260019",""
"926000580","926001","Black Hawk",".","","",".","9260019",""
"926000581","926001","Boone",".","","",".","9260019",""
"926000582","926001","Bremer",".","","",".","9260019",""
"926000583","926001","Buchanan",".","","",".","9260019",""
"926000584","926001","Buena Vista",".","","",".","9260019",""
"926000585","926001","Butler",".","","",".","9260019",""
"926000586","926001","Calhoun",".","","",".","9260019",""
"926000587","926001","Carroll",".","","",".","9260019",""
"926000588","926001","Cass",".","","",".","9260019",""
"926000589","926001","Cedar",".","","",".","9260019",""
"926000590","926001","Cerro Gordo",".","","",".","9260019",""
"926000591","926001","Cherokee",".","","",".","9260019",""
"926000592","926001","Chickasaw",".","","",".","9260019",""
"926000593","926001","Clarke",".","","",".","9260019",""
"926000594","926001","Clay",".","","",".","9260019",""
"926000595","926001","Clayton",".","","",".","9260019",""
"926000596","926001","Clinton",".","","",".","9260019",""
"926000597","926001","Crawford",".","","",".","9260019",""
"926000598","926001","Dallas",".","","",".","9260019",""
"926000599","926001","Davis",".","","",".","9260019",""
"926000600","926001","Decatur",".","","",".","9260019",""
"926000601","926001","Delaware",".","","",".","9260019",""
"926000602","926001","Des Moines",".","","",".","9260019",""
"926000603","926001","Dickinson",".","","",".","9260019",""
"926000604","926001","Dubuque",".","","",".","9260019",""
"926000605","926001","Emmet",".","","",".","9260019",""
"926000606","926001","Fayette",".","","",".","9260019",""
"926000607","926001","Floyd",".","","",".","9260019",""
"926000608","926001","Franklin",".","","",".","9260019",""
"926000609","926001","Fremont",".","","",".","9260019",""
"926000610","926001","Greene",".","","",".","9260019",""
"926000611","926001","Grundy",".","","",".","9260019",""
"926000612","926001","Guthrie",".","","",".","9260019",""
"926000613","926001","Hamilton",".","","",".","9260019",""
"926000614","926001","Hancock",".","","",".","9260019",""
"926000615","926001","Hardin",".","","",".","9260019",""
"926000616","926001","Harrison",".","","",".","9260019",""
"926000617","926001","Henry",".","","",".","9260019",""
"926000618","926001","Howard",".","","",".","9260019",""
"926000619","926001","Humboldt",".","","",".","9260019",""
"926000620","926001","Ida",".","","",".","9260019",""
"926000621","926001","Iowa",".","","",".","9260019",""
"926000622","926001","Jackson",".","","",".","9260019",""
"926000623","926001","Jasper",".","","",".","9260019",""
"926000624","926001","Jefferson",".","","",".","9260019",""
"926000625","926001","Johnson",".","","",".","9260019",""
"926000626","926001","Jones",".","","",".","9260019",""
"926000627","926001","Keokuk",".","","",".","9260019",""
"926000628","926001","Kossuth",".","","",".","9260019",""
"926000629","926001","Lee",".","","",".","9260019",""
"926000630","926001","Linn",".","","",".","9260019",""
"926000631","926001","Louisa",".","","",".","9260019",""
"926000632","926001","Lucas",".","","",".","9260019",""
"926000633","926001","Lyon",".","","",".","9260019",""
"926000634","926001","Madison",".","","",".","9260019",""
"926000635","926001","Mahaska",".","","",".","9260019",""
"926000636","926001","Marion",".","","",".","9260019",""
"926000637","926001","Marshall",".","","",".","9260019",""
"926000638","926001","Mercer",".","","",".","9260019",""
"926000639","926001","Mills",".","","",".","9260019",""
"926000640","926001","Mitchell",".","","",".","9260019",""
"926000641","926001","Monona",".","","",".","9260019",""
"926000642","926001","Monroe",".","","",".","9260019",""
"926000643","926001","Montgomery",".","","",".","9260019",""
"926000644","926001","Muscatine",".","","",".","9260019",""
"926000645","926001","O'Brien",".","","",".","9260019",""
"926000646","926001","Osceola",".","","",".","9260019",""
"926000647","926001","Page",".","","",".","9260019",""
"926000648","926001","Palo Alto",".","","",".","9260019",""
"926000649","926001","Plymouth",".","","",".","9260019",""
"926000650","926001","Pocahontas",".","","",".","9260019",""
"926000651","926001","Polk",".","","",".","9260019",""
"926000652","926001","Pottawattamie",".","","",".","9260019",""
"926000653","926001","Poweshiek",".","","",".","9260019",""
"926000654","926001","Ringgold",".","","",".","9260019",""
"926000655","926001","Sac",".","","",".","9260019",""
"926000656","926001","Scott",".","","",".","9260019",""
"926000657","926001","Shelby",".","","",".","9260019",""
"926000658","926001","Sioux",".","","",".","9260019",""
"926000659","926001","Story",".","","",".","9260019",""
"926000660","926001","Tama",".","","",".","9260019",""
"926000661","926001","Taylor",".","","",".","9260019",""
"926000662","926001","Union",".","","",".","9260019",""
"926000663","926001","Van Buren",".","","",".","9260019",""
"926000664","926001","Wapello",".","","",".","9260019",""
"926000665","926001","Warren",".","","",".","9260019",""
"926000666","926001","Washington",".","","",".","9260019",""
"926000667","926001","Wayne",".","","",".","9260019",""
"926000668","926001","Webster",".","","",".","9260019",""
"926000669","926001","Winnebago",".","","",".","9260019",""
"926000670","926001","Winneshiek",".","","",".","9260019",""
"926000671","926001","Woodbury",".","","",".","9260019",""
"926000672","926001","Worth",".","","",".","9260019",""
"926000673","926001","Wright",".","","",".","9260019",""
"926000674","926001","Ada",".","","",".","9260016",""
"926000675","926001","Adams",".","","",".","9260016",""
"926000676","926001","Bannock",".","","",".","9260016",""
"926000677","926001","Bear Lake",".","","",".","9260016",""
"926000678","926001","Benewah",".","","",".","9260016",""
"926000679","926001","Bingham",".","","",".","9260016",""
"926000680","926001","Blaine",".","","",".","9260016",""
"926000681","926001","Boise",".","","",".","9260016",""
"926000682","926001","Bonner",".","","",".","9260016",""
"926000683","926001","Bonneville",".","","",".","9260016",""
"926000684","926001","Boundary",".","","",".","9260016",""
"926000685","926001","Box Elder",".","","",".","9260016",""
"926000686","926001","Butte",".","","",".","9260016",""
"926000687","926001","Camas",".","","",".","9260016",""
"926000688","926001","Canyon",".","","",".","9260016",""
"926000689","926001","Caribou",".","","",".","9260016",""
"926000690","926001","Cassia",".","","",".","9260016",""
"926000691","926001","Clark",".","","",".","9260016",""
"926000692","926001","Clearwater",".","","",".","9260016",""
"926000693","926001","Custer",".","","",".","9260016",""
"926000694","926001","Elmore",".","","",".","9260016",""
"926000695","926001","Franklin",".","","",".","9260016",""
"926000696","926001","Fremont",".","","",".","9260016",""
"926000697","926001","Gem",".","","",".","9260016",""
"926000698","926001","Gooding",".","","",".","9260016",""
"926000699","926001","Idaho",".","","",".","9260016",""
"926000700","926001","Jefferson",".","","",".","9260016",""
"926000701","926001","Jerome",".","","",".","9260016",""
"926000702","926001","Kootenai",".","","",".","9260016",""
"926000703","926001","Latah",".","","",".","9260016",""
"926000704","926001","Lemhi",".","","",".","9260016",""
"926000705","926001","Lewis",".","","",".","9260016",""
"926000706","926001","Lincoln",".","","",".","9260016",""
"926000707","926001","Madison",".","","",".","9260016",""
"926000708","926001","Malheur",".","","",".","9260016",""
"926000709","926001","Minidoka",".","","",".","9260016",""
"926000710","926001","Nez Perce",".","","",".","9260016",""
"926000711","926001","Oneida",".","","",".","9260016",""
"926000712","926001","Owyhee",".","","",".","9260016",""
"926000713","926001","Payette",".","","",".","9260016",""
"926000714","926001","Power",".","","",".","9260016",""
"926000715","926001","Shoshone",".","","",".","9260016",""
"926000716","926001","Teton",".","","",".","9260016",""
"926000717","926001","Twin Falls",".","","",".","9260016",""
"926000718","926001","Valley",".","","",".","9260016",""
"926000719","926001","Washington",".","","",".","9260016",""
"926000720","926001","Adams",".","","",".","9260017",""
"926000721","926001","Alexander",".","","",".","9260017",""
"926000722","926001","Bond",".","","",".","9260017",""
"926000723","926001","Boone",".","","",".","9260017",""
"926000724","926001","Brown",".","","",".","9260017",""
"926000725","926001","Bureau",".","","",".","9260017",""
"926000726","926001","Calhoun",".","","",".","9260017",""
"926000727","926001","Carroll",".","","",".","9260017",""
"926000728","926001","Cass",".","","",".","9260017",""
"926000729","926001","Champaign",".","","",".","9260017",""
"926000730","926001","Christian",".","","",".","9260017",""
"926000731","926001","Clark",".","","",".","9260017",""
"926000732","926001","Clay",".","","",".","9260017",""
"926000733","926001","Clinton",".","","",".","9260017",""
"926000734","926001","Coles",".","","",".","9260017",""
"926000735","926001","Cook",".","","",".","9260017",""
"926000736","926001","Crawford",".","","",".","9260017",""
"926000737","926001","Cumberland",".","","",".","9260017",""
"926000738","926001","De Witt",".","","",".","9260017",""
"926000739","926001","DeKalb",".","","",".","9260017",""
"926000740","926001","Douglas",".","","",".","9260017",""
"926000741","926001","DuPage",".","","",".","9260017",""
"926000742","926001","Edgar",".","","",".","9260017",""
"926000743","926001","Edwards",".","","",".","9260017",""
"926000744","926001","Effingham",".","","",".","9260017",""
"926000745","926001","Fayette",".","","",".","9260017",""
"926000746","926001","Ford",".","","",".","9260017",""
"926000747","926001","Franklin",".","","",".","9260017",""
"926000748","926001","Fulton",".","","",".","9260017",""
"926000749","926001","Gallatin",".","","",".","9260017",""
"926000750","926001","Green",".","","",".","9260017",""
"926000751","926001","Greene",".","","",".","9260017",""
"926000752","926001","Grundy",".","","",".","9260017",""
"926000753","926001","Hamilton",".","","",".","9260017",""
"926000754","926001","Hancock",".","","",".","9260017",""
"926000755","926001","Hardin",".","","",".","9260017",""
"926000756","926001","Henderson",".","","",".","9260017",""
"926000757","926001","Henry",".","","",".","9260017",""
"926000758","926001","Iroquois",".","","",".","9260017",""
"926000759","926001","Jackson",".","","",".","9260017",""
"926000760","926001","Jasper",".","","",".","9260017",""
"926000761","926001","Jefferson",".","","",".","9260017",""
"926000762","926001","Jersey",".","","",".","9260017",""
"926000763","926001","Jo Daviess",".","","",".","9260017",""
"926000764","926001","Johnson",".","","",".","9260017",""
"926000765","926001","Kane",".","","",".","9260017",""
"926000766","926001","Kankakee",".","","",".","9260017",""
"926000767","926001","Kendall",".","","",".","9260017",""
"926000768","926001","Kenosha",".","","",".","9260017",""
"926000769","926001","Knox",".","","",".","9260017",""
"926000770","926001","La Salle",".","","",".","9260017",""
"926000771","926001","Lafayette",".","","",".","9260017",""
"926000772","926001","Lake",".","","",".","9260017",""
"926000773","926001","Lawrence",".","","",".","9260017",""
"926000774","926001","Lee",".","","",".","9260017",""
"926000775","926001","Livingston",".","","",".","9260017",""
"926000776","926001","Logan",".","","",".","9260017",""
"926000777","926001","Macon",".","","",".","9260017",""
"926000778","926001","Macoupin",".","","",".","9260017",""
"926000779","926001","Madison",".","","",".","9260017",""
"926000780","926001","Marion",".","","",".","9260017",""
"926000781","926001","Marshall",".","","",".","9260017",""
"926000782","926001","Mason",".","","",".","9260017",""
"926000783","926001","Massac",".","","",".","9260017",""
"926000784","926001","McDonough",".","","",".","9260017",""
"926000785","926001","McHenry",".","","",".","9260017",""
"926000786","926001","McLean",".","","",".","9260017",""
"926000787","926001","Menard",".","","",".","9260017",""
"926000788","926001","Mercer",".","","",".","9260017",""
"926000789","926001","Monroe",".","","",".","9260017",""
"926000790","926001","Montgomery",".","","",".","9260017",""
"926000791","926001","Morgan",".","","",".","9260017",""
"926000792","926001","Moultrie",".","","",".","9260017",""
"926000793","926001","Newton",".","","",".","9260017",""
"926000794","926001","Ogle",".","","",".","9260017",""
"926000795","926001","Peoria",".","","",".","9260017",""
"926000796","926001","Perry",".","","",".","9260017",""
"926000797","926001","Piatt",".","","",".","9260017",""
"926000798","926001","Pike",".","","",".","9260017",""
"926000799","926001","Pope",".","","",".","9260017",""
"926000800","926001","Pulaski",".","","",".","9260017",""
"926000801","926001","Putnam",".","","",".","9260017",""
"926000802","926001","Randolph",".","","",".","9260017",""
"926000803","926001","Richland",".","","",".","9260017",""
"926000804","926001","Rock Island",".","","",".","9260017",""
"926000805","926001","Saline",".","","",".","9260017",""
"926000806","926001","Sangamon",".","","",".","9260017",""
"926000807","926001","Schuyler",".","","",".","9260017",""
"926000808","926001","Scott",".","","",".","9260017",""
"926000809","926001","Shelby",".","","",".","9260017",""
"926000810","926001","St. Clair",".","","",".","9260017",""
"926000811","926001","Stark",".","","",".","9260017",""
"926000812","926001","Stephenson",".","","",".","9260017",""
"926000813","926001","Tazewell",".","","",".","9260017",""
"926000814","926001","Union",".","","",".","9260017",""
"926000815","926001","Vermilion",".","","",".","9260017",""
"926000816","926001","Wabash",".","","",".","9260017",""
"926000817","926001","Warren",".","","",".","9260017",""
"926000818","926001","Washington",".","","",".","9260017",""
"926000819","926001","Wayne",".","","",".","9260017",""
"926000820","926001","White",".","","",".","9260017",""
"926000821","926001","Whiteside",".","","",".","9260017",""
"926000822","926001","Will",".","","",".","9260017",""
"926000823","926001","Williamson",".","","",".","9260017",""
"926000824","926001","Winnebago",".","","",".","9260017",""
"926000825","926001","Woodford",".","","",".","9260017",""
"926000826","926001","Adams",".","","",".","9260018",""
"926000827","926001","Allen",".","","",".","9260018",""
"926000828","926001","Bartholomew",".","","",".","9260018",""
"926000829","926001","Benton",".","","",".","9260018",""
"926000830","926001","Blackford",".","","",".","9260018",""
"926000831","926001","Boone",".","","",".","9260018",""
"926000832","926001","Branch",".","","",".","9260018",""
"926000833","926001","Brown",".","","",".","9260018",""
"926000834","926001","Carroll",".","","",".","9260018",""
"926000835","926001","Cass",".","","",".","9260018",""
"926000836","926001","Clark",".","","",".","9260018",""
"926000837","926001","Clay",".","","",".","9260018",""
"926000838","926001","Clinton",".","","",".","9260018",""
"926000839","926001","Crawford",".","","",".","9260018",""
"926000840","926001","Daviess",".","","",".","9260018",""
"926000841","926001","DeKalb",".","","",".","9260018",""
"926000842","926001","Dearborn",".","","",".","9260018",""
"926000843","926001","Decatur",".","","",".","9260018",""
"926000844","926001","Delaware",".","","",".","9260018",""
"926000845","926001","Dubois",".","","",".","9260018",""
"926000846","926001","Elkhart",".","","",".","9260018",""
"926000847","926001","Fayette",".","","",".","9260018",""
"926000848","926001","Floyd",".","","",".","9260018",""
"926000849","926001","Fountain",".","","",".","9260018",""
"926000850","926001","Franklin",".","","",".","9260018",""
"926000851","926001","Fulton",".","","",".","9260018",""
"926000852","926001","Gibson",".","","",".","9260018",""
"926000853","926001","Grant",".","","",".","9260018",""
"926000854","926001","Greene",".","","",".","9260018",""
"926000855","926001","Hamilton",".","","",".","9260018",""
"926000856","926001","Hancock",".","","",".","9260018",""
"926000857","926001","Harrison",".","","",".","9260018",""
"926000858","926001","Hendricks",".","","",".","9260018",""
"926000859","926001","Henry",".","","",".","9260018",""
"926000860","926001","Howard",".","","",".","9260018",""
"926000861","926001","Huntington",".","","",".","9260018",""
"926000862","926001","Jackson",".","","",".","9260018",""
"926000863","926001","Jasper",".","","",".","9260018",""
"926000864","926001","Jay",".","","",".","9260018",""
"926000865","926001","Jefferson",".","","",".","9260018",""
"926000866","926001","Jennings",".","","",".","9260018",""
"926000867","926001","Johnson",".","","",".","9260018",""
"926000868","926001","Knox",".","","",".","9260018",""
"926000869","926001","Kosciusko",".","","",".","9260018",""
"926000870","926001","LaGrange",".","","",".","9260018",""
"926000871","926001","LaPorte",".","","",".","9260018",""
"926000872","926001","Lake",".","","",".","9260018",""
"926000873","926001","Lawrence",".","","",".","9260018",""
"926000874","926001","Madison",".","","",".","9260018",""
"926000875","926001","Marion",".","","",".","9260018",""
"926000876","926001","Marshall",".","","",".","9260018",""
"926000877","926001","Martin",".","","",".","9260018",""
"926000878","926001","Miami",".","","",".","9260018",""
"926000879","926001","Monroe",".","","",".","9260018",""
"926000880","926001","Montgomery",".","","",".","9260018",""
"926000881","926001","Morgan",".","","",".","9260018",""
"926000882","926001","Newton",".","","",".","9260018",""
"926000883","926001","Noble",".","","",".","9260018",""
"926000884","926001","Ohio",".","","",".","9260018",""
"926000885","926001","Orange",".","","",".","9260018",""
"926000886","926001","Owen",".","","",".","9260018",""
"926000887","926001","Parke",".","","",".","9260018",""
"926000888","926001","Perry",".","","",".","9260018",""
"926000889","926001","Pike",".","","",".","9260018",""
"926000890","926001","Porter",".","","",".","9260018",""
"926000891","926001","Posey",".","","",".","9260018",""
"926000892","926001","Pulaski",".","","",".","9260018",""
"926000893","926001","Putnam",".","","",".","9260018",""
"926000894","926001","Randolph",".","","",".","9260018",""
"926000895","926001","Ripley",".","","",".","9260018",""
"926000896","926001","Rush",".","","",".","9260018",""
"926000897","926001","Scott",".","","",".","9260018",""
"926000898","926001","Shelby",".","","",".","9260018",""
"926000899","926001","Spencer",".","","",".","9260018",""
"926000900","926001","St. Joseph",".","","",".","9260018",""
"926000901","926001","Starke",".","","",".","9260018",""
"926000902","926001","Steuben",".","","",".","9260018",""
"926000903","926001","Sullivan",".","","",".","9260018",""
"926000904","926001","Switzerland",".","","",".","9260018",""
"926000905","926001","Tippecanoe",".","","",".","9260018",""
"926000906","926001","Tipton",".","","",".","9260018",""
"926000907","926001","Union",".","","",".","9260018",""
"926000908","926001","Vanderburgh",".","","",".","9260018",""
"926000909","926001","Vermillion",".","","",".","9260018",""
"926000910","926001","Vigo",".","","",".","9260018",""
"926000911","926001","Wabash",".","","",".","9260018",""
"926000912","926001","Warren",".","","",".","9260018",""
"926000913","926001","Warrick",".","","",".","9260018",""
"926000914","926001","Washington",".","","",".","9260018",""
"926000915","926001","Wayne",".","","",".","9260018",""
"926000916","926001","Wells",".","","",".","9260018",""
"926000917","926001","White",".","","",".","9260018",""
"926000918","926001","Whitley",".","","",".","9260018",""
"926000919","926001","Allen",".","","",".","9260020",""
"926000920","926001","Anderson",".","","",".","9260020",""
"926000921","926001","Atchison",".","","",".","9260020",""
"926000922","926001","Barber",".","","",".","9260020",""
"926000923","926001","Barton",".","","",".","9260020",""
"926000924","926001","Bourbon",".","","",".","9260020",""
"926000925","926001","Brown",".","","",".","9260020",""
"926000926","926001","Butler",".","","",".","9260020",""
"926000927","926001","Chase",".","","",".","9260020",""
"926000928","926001","Chautauqua",".","","",".","9260020",""
"926000929","926001","Cherokee",".","","",".","9260020",""
"926000930","926001","Cheyenne",".","","",".","9260020",""
"926000931","926001","Clark",".","","",".","9260020",""
"926000932","926001","Clay",".","","",".","9260020",""
"926000933","926001","Cloud",".","","",".","9260020",""
"926000934","926001","Coffey",".","","",".","9260020",""
"926000935","926001","Comanche",".","","",".","9260020",""
"926000936","926001","Cowley",".","","",".","9260020",""
"926000937","926001","Crawford",".","","",".","9260020",""
"926000938","926001","Decatur",".","","",".","9260020",""
"926000939","926001","Dickinson",".","","",".","9260020",""
"926000940","926001","Doniphan",".","","",".","9260020",""
"926000941","926001","Douglas",".","","",".","9260020",""
"926000942","926001","Edwards",".","","",".","9260020",""
"926000943","926001","Elk",".","","",".","9260020",""
"926000944","926001","Ellis",".","","",".","9260020",""
"926000945","926001","Ellsworth",".","","",".","9260020",""
"926000946","926001","Finney",".","","",".","9260020",""
"926000947","926001","Ford",".","","",".","9260020",""
"926000948","926001","Franklin",".","","",".","9260020",""
"926000949","926001","Geary",".","","",".","9260020",""
"926000950","926001","Gove",".","","",".","9260020",""
"926000951","926001","Graham",".","","",".","9260020",""
"926000952","926001","Grant",".","","",".","9260020",""
"926000953","926001","Gray",".","","",".","9260020",""
"926000954","926001","Greeley",".","","",".","9260020",""
"926000955","926001","Greenwood",".","","",".","9260020",""
"926000956","926001","Hamilton",".","","",".","9260020",""
"926000957","926001","Harper",".","","",".","9260020",""
"926000958","926001","Harvey",".","","",".","9260020",""
"926000959","926001","Haskell",".","","",".","9260020",""
"926000960","926001","Hodgeman",".","","",".","9260020",""
"926000961","926001","Jackson",".","","",".","9260020",""
"926000962","926001","Jefferson",".","","",".","9260020",""
"926000963","926001","Jewell",".","","",".","9260020",""
"926000964","926001","Johnson",".","","",".","9260020",""
"926000965","926001","Kearny",".","","",".","9260020",""
"926000966","926001","Kingman",".","","",".","9260020",""
"926000967","926001","Kiowa",".","","",".","9260020",""
"926000968","926001","Labette",".","","",".","9260020",""
"926000969","926001","Lane",".","","",".","9260020",""
"926000970","926001","Leavenworth",".","","",".","9260020",""
"926000971","926001","Lincoln",".","","",".","9260020",""
"926000972","926001","Linn",".","","",".","9260020",""
"926000973","926001","Logan",".","","",".","9260020",""
"926000974","926001","Lyon",".","","",".","9260020",""
"926000975","926001","Marion",".","","",".","9260020",""
"926000976","926001","Marshall",".","","",".","9260020",""
"926000977","926001","McPherson",".","","",".","9260020",""
"926000978","926001","Meade",".","","",".","9260020",""
"926000979","926001","Miami",".","","",".","9260020",""
"926000980","926001","Mitchell",".","","",".","9260020",""
"926000981","926001","Montgomery",".","","",".","9260020",""
"926000982","926001","Morris",".","","",".","9260020",""
"926000983","926001","Morton",".","","",".","9260020",""
"926000984","926001","Nemaha",".","","",".","9260020",""
"926000985","926001","Neosho",".","","",".","9260020",""
"926000986","926001","Ness",".","","",".","9260020",""
"926000987","926001","Norton",".","","",".","9260020",""
"926000988","926001","Osage",".","","",".","9260020",""
"926000989","926001","Osborne",".","","",".","9260020",""
"926000990","926001","Ottawa",".","","",".","9260020",""
"926000991","926001","Pawnee",".","","",".","9260020",""
"926000992","926001","Phillips",".","","",".","9260020",""
"926000993","926001","Pottawatomie",".","","",".","9260020",""
"926000994","926001","Pratt",".","","",".","9260020",""
"926000995","926001","Rawlins",".","","",".","9260020",""
"926000996","926001","Reno",".","","",".","9260020",""
"926000997","926001","Republic",".","","",".","9260020",""
"926000998","926001","Rice",".","","",".","9260020",""
"926000999","926001","Richardson",".","","",".","9260020",""
"926001000","926001","Riley",".","","",".","9260020",""
"926001001","926001","Rooks",".","","",".","9260020",""
"926001002","926001","Rush",".","","",".","9260020",""
"926001003","926001","Russell",".","","",".","9260020",""
"926001004","926001","Saline",".","","",".","9260020",""
"926001005","926001","Scott",".","","",".","9260020",""
"926001006","926001","Sedgwick",".","","",".","9260020",""
"926001007","926001","Seward",".","","",".","9260020",""
"926001008","926001","Shawnee",".","","",".","9260020",""
"926001009","926001","Sheridan",".","","",".","9260020",""
"926001010","926001","Sherman",".","","",".","9260020",""
"926001011","926001","Smith",".","","",".","9260020",""
"926001012","926001","Stafford",".","","",".","9260020",""
"926001013","926001","Stanton",".","","",".","9260020",""
"926001014","926001","Stevens",".","","",".","9260020",""
"926001015","926001","Sumner",".","","",".","9260020",""
"926001016","926001","Thomas",".","","",".","9260020",""
"926001017","926001","Trego",".","","",".","9260020",""
"926001018","926001","Wabaunsee",".","","",".","9260020",""
"926001019","926001","Wallace",".","","",".","9260020",""
"926001020","926001","Washington",".","","",".","9260020",""
"926001021","926001","Wichita",".","","",".","9260020",""
"926001022","926001","Wilson",".","","",".","9260020",""
"926001023","926001","Woodson",".","","",".","9260020",""
"926001024","926001","Wyandotte",".","","",".","9260020",""
"926001025","926001","Adair",".","","",".","9260021",""
"926001026","926001","Allen",".","","",".","9260021",""
"926001027","926001","Anderson",".","","",".","9260021",""
"926001028","926001","Ballard",".","","",".","9260021",""
"926001029","926001","Barren",".","","",".","9260021",""
"926001030","926001","Bath",".","","",".","9260021",""
"926001031","926001","Bell",".","","",".","9260021",""
"926001032","926001","Boone",".","","",".","9260021",""
"926001033","926001","Bourbon",".","","",".","9260021",""
"926001034","926001","Boyd",".","","",".","9260021",""
"926001035","926001","Boyle",".","","",".","9260021",""
"926001036","926001","Bracken",".","","",".","9260021",""
"926001037","926001","Breathitt",".","","",".","9260021",""
"926001038","926001","Breckinridge",".","","",".","9260021",""
"926001039","926001","Bullitt",".","","",".","9260021",""
"926001040","926001","Butler",".","","",".","9260021",""
"926001041","926001","Caldwell",".","","",".","9260021",""
"926001042","926001","Calloway",".","","",".","9260021",""
"926001043","926001","Campbell",".","","",".","9260021",""
"926001044","926001","Carlisle",".","","",".","9260021",""
"926001045","926001","Carroll",".","","",".","9260021",""
"926001046","926001","Carter",".","","",".","9260021",""
"926001047","926001","Casey",".","","",".","9260021",""
"926001048","926001","Christian",".","","",".","9260021",""
"926001049","926001","Clark",".","","",".","9260021",""
"926001050","926001","Clay",".","","",".","9260021",""
"926001051","926001","Clinton",".","","",".","9260021",""
"926001052","926001","Crittenden",".","","",".","9260021",""
"926001053","926001","Cumberland",".","","",".","9260021",""
"926001054","926001","Daviess",".","","",".","9260021",""
"926001055","926001","Dickenson",".","","",".","9260021",""
"926001056","926001","Edmonson",".","","",".","9260021",""
"926001057","926001","Elliott",".","","",".","9260021",""
"926001058","926001","Estill",".","","",".","9260021",""
"926001059","926001","Fayette",".","","",".","9260021",""
"926001060","926001","Fleming",".","","",".","9260021",""
"926001061","926001","Floyd",".","","",".","9260021",""
"926001062","926001","Franklin",".","","",".","9260021",""
"926001063","926001","Gallatin",".","","",".","9260021",""
"926001064","926001","Garrard",".","","",".","9260021",""
"926001065","926001","Grant",".","","",".","9260021",""
"926001066","926001","Graves",".","","",".","9260021",""
"926001067","926001","Grayson",".","","",".","9260021",""
"926001068","926001","Green",".","","",".","9260021",""
"926001069","926001","Greenup",".","","",".","9260021",""
"926001070","926001","Hancock",".","","",".","9260021",""
"926001071","926001","Hardin",".","","",".","9260021",""
"926001072","926001","Harlan",".","","",".","9260021",""
"926001073","926001","Harrison",".","","",".","9260021",""
"926001074","926001","Hart",".","","",".","9260021",""
"926001075","926001","Henderson",".","","",".","9260021",""
"926001076","926001","Henry",".","","",".","9260021",""
"926001077","926001","Hickman",".","","",".","9260021",""
"926001078","926001","Hopkins",".","","",".","9260021",""
"926001079","926001","Jackson",".","","",".","9260021",""
"926001080","926001","Jefferson",".","","",".","9260021",""
"926001081","926001","Jessamine",".","","",".","9260021",""
"926001082","926001","Johnson",".","","",".","9260021",""
"926001083","926001","Kenton",".","","",".","9260021",""
"926001084","926001","Knott",".","","",".","9260021",""
"926001085","926001","Knox",".","","",".","9260021",""
"926001086","926001","Larue",".","","",".","9260021",""
"926001087","926001","Laurel",".","","",".","9260021",""
"926001088","926001","Lawrence",".","","",".","9260021",""
"926001089","926001","Lee",".","","",".","9260021",""
"926001090","926001","Leslie",".","","",".","9260021",""
"926001091","926001","Letcher",".","","",".","9260021",""
"926001092","926001","Lewis",".","","",".","9260021",""
"926001093","926001","Lincoln",".","","",".","9260021",""
"926001094","926001","Livingston",".","","",".","9260021",""
"926001095","926001","Logan",".","","",".","9260021",""
"926001096","926001","Lyon",".","","",".","9260021",""
"926001097","926001","Madison",".","","",".","9260021",""
"926001098","926001","Magoffin",".","","",".","9260021",""
"926001099","926001","Marion",".","","",".","9260021",""
"926001100","926001","Marshall",".","","",".","9260021",""
"926001101","926001","Martin",".","","",".","9260021",""
"926001102","926001","Mason",".","","",".","9260021",""
