"Product_ID","Start_Date","End_Date","Unit_Cost_Price","Unit_Sales_Price","Factor"
"220100100259","01JAN1998","31DEC9999","$28.20","$56.20","1.00"
"220100100260","01JAN1998","31DEC9999","$19.60","$39.00","1.00"
"220100100261","01JAN1998","31DEC9999","$19.65","$39.10","1.00"
"220100100262","01JAN1998","31DEC9999","$31.25","$62.30","1.00"
"220100100263","01JAN1998","31DEC9999","$26.05","$51.90","1.00"
"220100100264","01JAN1998","31JAN1999","$28.80","$57.40","1.01"
"220100100264","01FEB1999","02MAR2000","$29.05","$57.90","1.01"
"220100100264","03MAR2000","02APR2001","$29.05","$57.90","1.00"
"220100100264","03APR2001","03MAY2002","$29.05","$57.90","1.00"
"220100100264","04MAY2002","31DEC9999","$29.05","$57.90","1.00"
"220100100265","01JAN1998","31DEC9999","$22.45","$44.70","1.00"
"220100100266","01JAN1998","04JAN1999","$33.95","$67.70","1.01"
"220100100266","05JAN1999","08JAN2000","$34.25","$68.30","1.01"
"220100100266","09JAN2000","11JAN2001","$34.25","$68.30","1.00"
"220100100266","12JAN2001","15JAN2002","$34.25","$68.30","1.00"
"220100100266","16JAN2002","31DEC9999","$34.25","$68.30","1.00"
"220100100267","01JAN1998","31DEC9999","$34.10","$68.00","1.00"
"220100100268","01JAN1998","31DEC9999","$34.75","$69.30","1.00"
"220100100269","01JAN1998","17NOV1998","$34.25","$68.30","1.00"
"220100100269","18NOV1998","04OCT1999","$34.25","$68.30","1.00"
"220100100269","05OCT1999","20AUG2000","$34.25","$68.30","1.00"
"220100100269","21AUG2000","07JUL2001","$34.25","$68.30","1.00"
"220100100269","08JUL2001","24MAY2002","$34.25","$68.30","1.00"
"220100100269","25MAY2002","31DEC9999","$34.25","$68.30","1.00"
"220100100270","01JAN1998","31DEC9999","$39.05","$77.90","1.00"
"220100100271","01JAN1998","31DEC9999","$55.05","$109.90","1.00"
"220100100272","01JAN1998","31DEC9999","$11.50","$22.80","1.00"
"220100100273","01JAN1998","31DEC9999","$19.50","$38.80","1.00"
"220100100274","01JAN1998","29JAN1999","$17.70","$35.20","1.01"
"220100100274","30JAN1999","27FEB2000","$17.85","$35.50","1.01"
"220100100274","28FEB2000","27MAR2001","$18.00","$35.80","1.01"
"220100100274","28MAR2001","25APR2002","$18.00","$35.80","1.00"
"220100100274","26APR2002","31DEC9999","$18.00","$35.80","1.00"
"220100100275","01JAN1998","25JAN1999","$17.70","$35.20","1.01"
"220100100275","26JAN1999","19FEB2000","$17.70","$35.20","1.00"
"220100100275","20FEB2000","15MAR2001","$17.70","$35.20","1.00"
"220100100275","16MAR2001","09APR2002","$17.70","$35.20","1.00"
"220100100275","10APR2002","31DEC9999","$17.70","$35.20","1.00"
"220100100276","01JAN1998","18DEC1998","$23.35","$46.50","1.01"
"220100100276","19DEC1998","05DEC1999","$23.55","$46.90","1.01"
"220100100276","06DEC1999","21NOV2000","$23.55","$46.90","1.00"
"220100100276","22NOV2000","08NOV2001","$23.55","$46.90","1.00"
"220100100276","09NOV2001","26OCT2002","$23.55","$46.90","1.00"
"220100100276","27OCT2002","31DEC9999","$23.55","$46.90","1.00"
"220100100277","01JAN1998","27DEC1998","$17.40","$34.60","1.01"
"220100100277","28DEC1998","23DEC1999","$17.40","$34.60","1.00"
"220100100277","24DEC1999","18DEC2000","$17.40","$34.60","1.00"
"220100100277","19DEC2000","14DEC2001","$17.40","$34.60","1.00"
"220100100277","15DEC2001","31DEC9999","$17.40","$34.60","1.00"
"220100100278","01JAN1998","31DEC9999","$11.60","$23.00","1.00"
"220100100279","01JAN1998","31DEC9999","$22.85","$45.50","1.00"
"220100100280","01JAN1998","30NOV1998","$63.70","$127.20","1.01"
"220100100280","01DEC1998","30OCT1999","$63.70","$127.20","1.00"
"220100100280","31OCT1999","28SEP2000","$63.70","$127.20","1.00"
"220100100280","29SEP2000","28AUG2001","$63.70","$127.20","1.00"
"220100100280","29AUG2001","28JUL2002","$63.70","$127.20","1.00"
"220100100280","29JUL2002","31DEC9999","$63.70","$127.20","1.00"
"220100100281","01JAN1998","31DEC9999","$19.55","$38.90","1.00"
"220100100282","01JAN1998","31DEC9999","$24.50","$48.80","1.00"
"220100100283","01JAN1998","31DEC9999","$24.60","$49.00","1.00"
"220100100284","01JAN1998","31DEC9999","$41.20","$82.20","1.00"
"220100100285","01JAN1998","31DEC9999","$36.80","$73.40","1.00"
"220100100286","01JAN1998","15NOV1998","$22.35","$44.50","1.00"
"220100100286","16NOV1998","30SEP1999","$22.35","$44.50","1.00"
"220100100286","01OCT1999","14AUG2000","$22.35","$44.50","1.00"
"220100100286","15AUG2000","29JUN2001","$22.35","$44.50","1.00"
"220100100286","30JUN2001","14MAY2002","$22.35","$44.50","1.00"
"220100100286","15MAY2002","31DEC9999","$22.35","$44.50","1.00"
"220100100287","01JAN1998","31DEC9999","$27.50","$54.80","1.00"
"220100100288","01JAN1998","31DEC9999","$44.90","$89.60","1.00"
"220100100289","01JAN1998","31DEC9999","$8.75","$17.30","1.00"
"220100100290","01JAN1998","31DEC9999","$26.50","$52.80","1.00"
"220100100291","01JAN1998","31DEC9999","$31.40","$62.60","1.00"
"220100100292","01JAN1998","03JAN1999","$21.35","$42.50","1.00"
"220100100292","04JAN1999","06JAN2000","$21.35","$42.50","1.00"
"220100100292","07JAN2000","08JAN2001","$21.35","$42.50","1.00"
"220100100292","09JAN2001","11JAN2002","$21.35","$42.50","1.00"
"220100100292","12JAN2002","31DEC9999","$21.35","$42.50","1.00"
"220100100293","01JAN1998","31DEC9999","$22.15","$44.10","1.00"
"220100100294","01JAN1998","31DEC9999","$46.50","$92.80","1.00"
"220100100295","01JAN1998","31DEC9999","$31.10","$62.00","1.00"
"220100100296","01JAN1998","09JAN1999","$42.25","$84.30","1.01"
"220100100296","10JAN1999","18JAN2000","$42.25","$84.30","1.00"
"220100100296","19JAN2000","26JAN2001","$42.25","$84.30","1.00"
"220100100296","27JAN2001","04FEB2002","$42.25","$84.30","1.00"
"220100100296","05FEB2002","31DEC9999","$42.25","$84.30","1.00"
"220100100297","01JAN1998","31DEC9999","$47.65","$95.10","1.00"
"220100100298","01JAN1998","31DEC9999","$26.55","$52.90","1.00"
"220100100299","01JAN1998","31DEC9999","$32.00","$63.80","1.00"
"220100100300","01JAN1998","16NOV1998","$13.10","$26.00","1.00"
"220100100300","17NOV1998","02OCT1999","$13.10","$26.00","1.00"
"220100100300","03OCT1999","17AUG2000","$13.10","$26.00","1.00"
"220100100300","18AUG2000","03JUL2001","$13.10","$26.00","1.00"
"220100100300","04JUL2001","19MAY2002","$13.10","$26.00","1.00"
"220100100300","20MAY2002","31DEC9999","$13.10","$26.00","1.00"
"220100100301","01JAN1998","31DEC9999","$24.80","$49.40","1.00"
"220100100302","01JAN1998","31DEC9999","$29.85","$59.50","1.00"
"220100100303","01JAN1998","31DEC9999","$56.10","$112.00","1.00"
"220100100304","01JAN1998","31DEC9999","$30.75","$61.30","1.00"
"220100100305","01JAN1998","31DEC9999","$28.75","$57.30","1.00"
"220100100306","01JAN1998","31DEC9999","$21.50","$42.80","1.00"
"220100100307","01JAN1998","03NOV1998","$15.40","$30.60","1.00"
"220100100307","04NOV1998","06SEP1999","$15.40","$30.60","1.00"
"220100100307","07SEP1999","09JUL2000","$15.40","$30.60","1.00"
"220100100307","10JUL2000","12MAY2001","$15.40","$30.60","1.00"
"220100100307","13MAY2001","15MAR2002","$15.40","$30.60","1.00"
"220100100307","16MAR2002","31DEC9999","$15.40","$30.60","1.00"
"220100100308","01JAN1998","31DEC9999","$15.70","$31.20","1.00"
"220100100309","01JAN1998","18NOV1998","$48.25","$96.30","1.00"
"220100100309","19NOV1998","06OCT1999","$48.25","$96.30","1.00"
"220100100309","07OCT1999","23AUG2000","$48.25","$96.30","1.00"
"220100100309","24AUG2000","11JUL2001","$48.25","$96.30","1.00"
"220100100309","12JUL2001","29MAY2002","$48.25","$96.30","1.00"
"220100100309","30MAY2002","31DEC9999","$48.25","$96.30","1.00"
"220100100310","01JAN1998","31DEC9999","$3.65","$7.10","1.00"
"220100100311","01JAN1998","30JAN1999","$33.00","$69.20","1.01"
"220100100311","31JAN1999","29FEB2000","$33.00","$69.20","1.00"
"220100100311","01MAR2000","30MAR2001","$33.00","$69.20","1.00"
"220100100311","31MAR2001","29APR2002","$33.00","$69.20","1.00"
"220100100311","30APR2002","31DEC9999","$33.00","$69.20","1.00"
"220100100312","01JAN1998","31DEC9999","$9.35","$18.50","1.00"
"220100100313","01JAN1998","31DEC9999","$9.20","$18.20","1.00"
"220100100314","01JAN1998","08NOV1999","$12.05","$23.90","1.00"
"220100100314","09NOV1999","31DEC9999","$12.05","$23.90","1.00"
"220100100315","01JAN1998","31DEC9999","$8.60","$17.00","1.00"
"220100100316","01JAN1998","28JAN1999","$24.85","$49.50","1.01"
"220100100316","29JAN1999","25FEB2000","$24.85","$49.50","1.00"
"220100100316","26FEB2000","24MAR2001","$24.85","$49.50","1.00"
"220100100316","25MAR2001","21APR2002","$24.85","$49.50","1.00"
"220100100316","22APR2002","31DEC9999","$24.85","$49.50","1.00"
"220100100317","01JAN1998","31DEC9999","$23.70","$47.20","1.00"
"220100100318","01JAN1998","18NOV1998","$12.65","$25.10","1.01"
"220100100318","19NOV1998","06OCT1999","$12.65","$25.10","1.00"
"220100100318","07OCT1999","23AUG2000","$12.65","$25.10","1.00"
"220100100318","24AUG2000","11JUL2001","$12.65","$25.10","1.00"
"220100100318","12JUL2001","29MAY2002","$12.65","$25.10","1.00"
"220100100318","30MAY2002","31DEC9999","$12.65","$25.10","1.00"
"220100100319","01JAN1998","31DEC9999","$7.85","$15.50","1.00"
"220100100320","01JAN1998","31DEC9999","$31.45","$66.10","1.00"
"220100100321","01JAN1998","31DEC9999","$25.65","$53.90","1.00"
"220100100322","01JAN1998","31JAN1999","$25.35","$53.20","1.01"
"220100100322","01FEB1999","02MAR2000","$25.60","$53.70","1.01"
"220100100322","03MAR2000","02APR2001","$25.60","$53.70","1.00"
"220100100322","03APR2001","03MAY2002","$25.60","$53.70","1.00"
"220100100322","04MAY2002","31DEC9999","$25.60","$53.70","1.00"
"220100100323","01JAN1998","31DEC9999","$24.80","$52.10","1.00"
"220100100324","01JAN1998","31DEC9999","$85.10","$170.30","1.00"
"220100100325","01JAN1998","04DEC1998","$92.00","$184.10","1.00"
"220100100325","05DEC1998","07NOV1999","$92.00","$184.10","1.00"
"220100100325","08NOV1999","10OCT2000","$92.00","$184.10","1.00"
"220100100325","11OCT2000","13SEP2001","$92.00","$184.10","1.00"
"220100100325","14SEP2001","17AUG2002","$92.00","$184.10","1.00"
"220100100325","18AUG2002","31DEC9999","$92.00","$184.10","1.00"
"220100100326","01JAN1998","31DEC9999","$83.75","$167.60","1.00"
"220100100327","01JAN1998","31DEC9999","$22.80","$45.40","1.00"
"220100100328","01JAN1998","31DEC9999","$16.10","$32.00","1.00"
"220100100329","01JAN1998","13JAN1999","$41.85","$83.50","1.00"
"220100100329","14JAN1999","26JAN2000","$41.85","$83.50","1.00"
"220100100329","27JAN2000","07FEB2001","$41.85","$83.50","1.00"
"220100100329","08FEB2001","20FEB2002","$41.85","$83.50","1.00"
"220100100329","21FEB2002","31DEC9999","$41.85","$83.50","1.00"
"220100100330","01JAN1998","31DEC9999","$30.70","$61.20","1.00"
"220100100331","01JAN1998","31DEC9999","$19.25","$38.30","1.00"
"220100100332","01JAN1998","31DEC9999","$6.95","$13.80","1.00"
"220100100333","01JAN1998","02JAN1999","$14.30","$28.40","1.01"
"220100100333","03JAN1999","04JAN2000","$14.30","$28.40","1.00"
"220100100333","05JAN2000","05JAN2001","$14.30","$28.40","1.00"
"220100100333","06JAN2001","07JAN2002","$14.30","$28.40","1.00"
"220100100333","08JAN2002","31DEC9999","$14.30","$28.40","1.00"
"220100100334","01JAN1998","31DEC9999","$23.60","$47.00","1.00"
"220100100335","01JAN1998","31DEC9999","$13.50","$26.80","1.00"
"220100100336","01JAN1998","31DEC9999","$18.45","$36.70","1.00"
"220100100337","01JAN1998","01FEB1999","$10.00","$19.80","1.00"
"220100100337","02FEB1999","04MAR2000","$10.00","$19.80","1.00"
"220100100337","05MAR2000","05APR2001","$10.00","$19.80","1.00"
"220100100337","06APR2001","07MAY2002","$10.00","$19.80","1.00"
"220100100337","08MAY2002","31DEC9999","$10.00","$19.80","1.00"
"220100100338","01JAN1998","31DEC9999","$20.60","$41.00","1.00"
"220100100339","01JAN1998","31DEC9999","$6.35","$12.60","1.00"
"220100100340","01JAN1998","31DEC9999","$20.65","$41.10","1.00"
"220100100341","01JAN1998","31DEC9999","$4.85","$9.60","1.00"
"220100100342","01JAN1998","05AUG1999","$3.90","$7.70","1.00"
"220100100342","06AUG1999","31DEC9999","$3.90","$7.70","1.00"
"220100100343","01JAN1998","31DEC9999","$9.85","$19.50","1.00"
"220100100344","01JAN1998","31DEC9999","$38.60","$77.30","1.00"
"220100100345","01JAN1998","31DEC9999","$34.65","$69.40","1.00"
"220100100346","01JAN1998","31DEC9999","$40.35","$80.80","1.00"
"220100100347","01JAN1998","03NOV1998","$36.20","$72.50","1.01"
"220100100347","04NOV1998","06SEP1999","$36.20","$72.50","1.00"
"220100100347","07SEP1999","09JUL2000","$36.20","$72.50","1.00"
"220100100347","10JUL2000","12MAY2001","$36.20","$72.50","1.00"
"220100100347","13MAY2001","15MAR2002","$36.20","$72.50","1.00"
"220100100347","16MAR2002","31DEC9999","$36.20","$72.50","1.00"
"220100100348","01JAN1998","28NOV1998","$30.45","$61.00","1.00"
"220100100348","29NOV1998","26OCT1999","$30.45","$61.00","1.00"
"220100100348","27OCT1999","22SEP2000","$30.45","$61.00","1.00"
"220100100348","23SEP2000","20AUG2001","$30.45","$61.00","1.00"
"220100100348","21AUG2001","18JUL2002","$30.45","$61.00","1.00"
"220100100348","19JUL2002","31DEC9999","$30.45","$61.00","1.00"
"220100100349","01JAN1998","31DEC9999","$35.90","$71.90","1.00"
"220100100350","01JAN1998","31DEC9999","$31.85","$63.80","1.00"
"220100100351","01JAN1998","31DEC9999","$31.55","$62.90","1.00"
"220100100352","01JAN1998","31DEC9999","$32.80","$65.60","1.00"
"220100100353","01JAN1998","31DEC9999","$37.50","$75.00","1.00"
"220100100354","01JAN1998","01FEB1999","$8.45","$17.00","1.01"
"220100100354","02FEB1999","04MAR2000","$8.45","$17.00","1.00"
"220100100354","05MAR2000","05APR2001","$8.45","$17.00","1.00"
"220100100354","06APR2001","07MAY2002","$8.45","$17.00","1.00"
"220100100354","08MAY2002","31DEC9999","$8.45","$17.00","1.00"
"220100100355","01JAN1998","31DEC9999","$14.00","$28.10","1.00"
"220100100356","01JAN1998","31DEC9999","$17.70","$35.20","1.00"
"220100100357","01JAN1998","31DEC9999","$14.05","$27.90","1.00"
"220100100358","01JAN1998","31DEC9999","$20.85","$41.50","1.00"
"220100100359","01JAN1998","31DEC9999","$33.60","$67.00","1.00"
"220100100360","01JAN1998","31DEC9999","$13.25","$26.30","1.00"
"220100100361","01JAN1998","31DEC9999","$8.45","$16.70","1.00"
"220100100362","01JAN1998","31DEC9999","$12.15","$24.10","1.00"
"220100100363","01JAN1998","31DEC9999","$72.35","$144.80","1.00"
"220100100364","01JAN1998","31DEC9999","$75.25","$150.60","1.00"
"220100100365","01JAN1998","31DEC9999","$64.15","$128.10","1.00"
"220100100366","01JAN1998","31DEC9999","$77.65","$155.10","1.00"
"220100100367","01JAN1998","08JAN1999","$69.45","$139.00","1.01"
"220100100367","09JAN1999","16JAN2000","$69.45","$139.00","1.00"
"220100100367","17JAN2000","23JAN2001","$69.45","$139.00","1.00"
"220100100367","24JAN2001","31JAN2002","$69.45","$139.00","1.00"
"220100100367","01FEB2002","31DEC9999","$69.45","$139.00","1.00"
"220100100368","01JAN1998","31DEC9999","$15.75","$31.30","1.00"
"220100100369","01JAN1998","28JAN1999","$20.40","$26.90","1.01"
"220100100369","29JAN1999","25FEB2000","$20.40","$26.90","1.00"
"220100100369","26FEB2000","24MAR2001","$20.40","$26.90","1.00"
"220100100369","25MAR2001","21APR2002","$20.40","$26.90","1.00"
"220100100369","22APR2002","31DEC9999","$20.40","$26.90","1.00"
"220100100370","01JAN1998","31DEC9999","$10.45","$20.70","1.00"
"220100100371","01JAN1998","31DEC9999","$12.90","$25.60","1.00"
"220100100372","01JAN1998","31DEC9999","$18.20","$36.20","1.00"
"220100100373","01JAN1998","05DEC1998","$18.25","$36.30","1.00"
"220100100373","06DEC1998","09NOV1999","$18.25","$36.30","1.00"
"220100100373","10NOV1999","13OCT2000","$18.25","$36.30","1.00"
"220100100373","14OCT2000","17SEP2001","$18.25","$36.30","1.00"
"220100100373","18SEP2001","22AUG2002","$18.25","$36.30","1.00"
"220100100373","23AUG2002","31DEC9999","$18.25","$36.30","1.00"
"220100100374","01JAN1998","31DEC9999","$5.85","$11.60","1.00"
"220100100375","01JAN1998","31DEC9999","$11.40","$22.60","1.00"
"220100100376","01JAN1998","31DEC9999","$37.35","$74.80","1.00"
"220100100377","01JAN1998","11NOV1998","$37.05","$74.20","1.01"
"220100100377","12NOV1998","22SEP1999","$37.05","$74.20","1.00"
"220100100377","23SEP1999","02AUG2000","$37.05","$74.20","1.00"
"220100100377","03AUG2000","13JUN2001","$37.05","$74.20","1.00"
"220100100377","14JUN2001","24APR2002","$37.05","$74.20","1.00"
"220100100377","25APR2002","31DEC9999","$37.05","$74.20","1.00"
"220100100378","01JAN1998","29OCT1998","$35.95","$72.00","1.01"
"220100100378","30OCT1998","27AUG1999","$36.30","$72.70","1.01"
"220100100378","28AUG1999","24JUN2000","$36.30","$72.70","1.00"
"220100100378","25JUN2000","22APR2001","$36.30","$72.70","1.00"
"220100100378","23APR2001","18FEB2002","$36.30","$72.70","1.00"
"220100100378","19FEB2002","31DEC9999","$36.30","$72.70","1.00"
"220100100379","01JAN1998","31DEC9999","$38.75","$77.60","1.00"
"220100100380","01JAN1998","31DEC9999","$36.95","$74.00","1.00"
"220100100381","01JAN1998","20DEC1998","$34.60","$69.30","1.01"
"220100100381","21DEC1998","09DEC1999","$34.60","$69.30","1.00"
"220100100381","10DEC1999","27NOV2000","$34.60","$69.30","1.00"
"220100100381","28NOV2000","16NOV2001","$34.60","$69.30","1.00"
"220100100381","17NOV2001","05NOV2002","$34.60","$69.30","1.00"
"220100100381","06NOV2002","31DEC9999","$34.60","$69.30","1.00"
"220100100382","01JAN1998","03NOV1998","$19.85","$39.50","1.00"
"220100100382","04NOV1998","06SEP1999","$19.85","$39.50","1.00"
"220100100382","07SEP1999","09JUL2000","$19.85","$39.50","1.00"
"220100100382","10JUL2000","12MAY2001","$19.85","$39.50","1.00"
"220100100382","13MAY2001","15MAR2002","$19.85","$39.50","1.00"
"220100100382","16MAR2002","31DEC9999","$19.85","$39.50","1.00"
"220100100383","01JAN1998","31DEC9999","$17.40","$34.60","1.00"
"220100100384","01JAN1998","31DEC9999","$8.80","$17.40","1.00"
"220100100385","01JAN1998","31DEC9999","$5.75","$11.40","1.00"
"220100100386","01JAN1998","13JAN2000","$4.95","$9.80","1.00"
"220100100386","14JAN2000","31DEC9999","$4.95","$9.80","1.00"
"220100100387","01JAN1998","31DEC9999","$22.35","$44.50","1.00"
"220100100388","01JAN1998","31DEC9999","$12.65","$25.40","1.00"
"220100100389","01JAN1998","31DEC9999","$17.30","$34.40","1.00"
"220100100390","01JAN1998","20DEC1998","$25.70","$51.20","1.00"
"220100100390","21DEC1998","09DEC1999","$25.70","$51.20","1.00"
"220100100390","10DEC1999","27NOV2000","$25.70","$51.20","1.00"
"220100100390","28NOV2000","16NOV2001","$25.70","$51.20","1.00"
"220100100390","17NOV2001","05NOV2002","$25.70","$51.20","1.00"
"220100100390","06NOV2002","31DEC9999","$25.70","$51.20","1.00"
"220100100391","01JAN1998","31DEC9999","$14.20","$28.20","1.00"
"220100100392","01JAN1998","31DEC9999","$25.60","$51.00","1.00"
"220100100393","01JAN1998","31DEC9999","$6.75","$13.40","1.00"
"220100100394","01JAN1998","23NOV1998","$29.05","$60.90","1.00"
"220100100394","24NOV1998","16OCT1999","$29.05","$60.90","1.00"
"220100100394","17OCT1999","07SEP2000","$29.05","$60.90","1.00"
"220100100394","08SEP2000","31JUL2001","$29.05","$60.90","1.00"
"220100100394","01AUG2001","23JUN2002","$29.05","$60.90","1.00"
"220100100394","24JUN2002","31DEC9999","$29.05","$60.90","1.00"
"220100100395","01JAN1998","31DEC9999","$27.55","$57.70","1.00"
"220100100396","01JAN1998","28JAN1999","$32.30","$64.70","1.00"
"220100100396","29JAN1999","25FEB2000","$32.30","$64.70","1.00"
"220100100396","26FEB2000","24MAR2001","$32.30","$64.70","1.00"
"220100100396","25MAR2001","21APR2002","$32.30","$64.70","1.00"
"220100100396","22APR2002","31DEC9999","$32.30","$64.70","1.00"
"220100100397","01JAN1998","31DEC9999","$28.80","$60.30","1.00"
"220100100398","01JAN1998","31DEC9999","$48.60","$102.00","1.00"
"220100100399","01JAN1998","31DEC9999","$50.10","$105.20","1.00"
"220100100400","01JAN1998","31DEC9999","$50.15","$105.30","1.00"
"220100100401","01JAN1998","31DEC9999","$17.75","$35.30","1.00"
"220100100402","01JAN1998","31DEC9999","$17.35","$34.50","1.00"
"220100100403","01JAN1998","31DEC9999","$17.25","$34.30","1.00"
"220100100404","01JAN1998","13MAY2000","$5.95","$11.80","1.00"
"220100100404","14MAY2000","31DEC9999","$5.95","$11.80","1.00"
"220100100405","01JAN1998","31DEC9999","$6.05","$12.00","1.00"
"220100100406","01JAN1998","31DEC9999","$10.65","$21.10","1.00"
"220100100407","01JAN1998","31DEC9999","$7.45","$14.70","1.00"
"220100100408","01JAN1998","31DEC9999","$3.40","$6.70","1.00"
"220100100409","01JAN1998","31DEC9999","$3.70","$7.30","1.00"
"220100100410","01JAN1998","31DEC9999","$5.70","$11.20","1.00"
"220100100411","01JAN1998","31DEC9999","$30.50","$64.00","1.00"
"220100100412","01JAN1998","05NOV1998","$35.75","$75.00","1.01"
"220100100412","06NOV1998","10SEP1999","$36.10","$75.70","1.01"
"220100100412","11SEP1999","15JUL2000","$36.10","$75.70","1.00"
"220100100412","16JUL2000","20MAY2001","$36.10","$75.70","1.00"
"220100100412","21MAY2001","25MAR2002","$36.10","$75.70","1.00"
"220100100412","26MAR2002","31DEC9999","$36.10","$75.70","1.00"
"220100100413","01JAN1998","31DEC9999","$16.75","$33.30","1.00"
"220100100414","01JAN1998","31DEC9999","$21.15","$42.10","1.00"
"220100100415","01JAN1998","31DEC9999","$5.55","$11.00","1.00"
"220100100416","01JAN1998","31DEC9999","$23.35","$46.50","1.00"
"220100100417","01JAN1998","12DEC1998","$17.40","$34.60","1.01"
"220100100417","13DEC1998","23NOV1999","$17.40","$34.60","1.00"
"220100100417","24NOV1999","03NOV2000","$17.40","$34.60","1.00"
"220100100417","04NOV2000","15OCT2001","$17.40","$34.60","1.00"
"220100100417","16OCT2001","26SEP2002","$17.40","$34.60","1.00"
"220100100417","27SEP2002","31DEC9999","$17.40","$34.60","1.00"
"220100100418","01JAN1998","31DEC9999","$14.55","$28.90","1.00"
"220100100419","01JAN1998","17DEC1998","$24.85","$49.50","1.00"
"220100100419","18DEC1998","03DEC1999","$24.85","$49.50","1.00"
"220100100419","04DEC1999","18NOV2000","$24.85","$49.50","1.00"
"220100100419","19NOV2000","04NOV2001","$24.85","$49.50","1.00"
"220100100419","05NOV2001","21OCT2002","$24.85","$49.50","1.00"
"220100100419","22OCT2002","31DEC9999","$24.85","$49.50","1.00"
"220100100420","01JAN1998","31DEC9999","$6.60","$13.10","1.00"
"220100100421","01JAN1998","08SEP1999","$4.15","$8.20","1.01"
"220100100421","09SEP1999","31DEC9999","$4.15","$8.20","1.01"
"220100100422","01JAN1998","31DEC9999","$13.25","$26.60","1.00"
"220100100423","01JAN1998","31DEC9999","$9.00","$17.80","1.00"
"220100100424","01JAN1998","14NOV1998","$9.70","$19.20","1.00"
"220100100424","15NOV1998","28SEP1999","$9.70","$19.20","1.00"
"220100100424","29SEP1999","11AUG2000","$9.70","$19.20","1.00"
"220100100424","12AUG2000","25JUN2001","$9.70","$19.20","1.00"
"220100100424","26JUN2001","09MAY2002","$9.70","$19.20","1.00"
"220100100424","10MAY2002","31DEC9999","$9.70","$19.20","1.00"
"220100100425","01JAN1998","31DEC9999","$48.20","$96.50","1.00"
"220100100426","01JAN1998","19JAN1999","$52.95","$106.00","1.01"
"220100100426","20JAN1999","07FEB2000","$52.95","$106.00","1.00"
"220100100426","08FEB2000","25FEB2001","$52.95","$106.00","1.00"
"220100100426","26FEB2001","16MAR2002","$52.95","$106.00","1.00"
"220100100426","17MAR2002","31DEC9999","$52.95","$106.00","1.00"
"220100100427","01JAN1998","22DEC1998","$31.25","$62.30","1.01"
"220100100427","23DEC1998","13DEC1999","$31.55","$62.90","1.01"
"220100100427","14DEC1999","03DEC2000","$31.55","$62.90","1.00"
"220100100427","04DEC2000","24NOV2001","$31.55","$62.90","1.00"
"220100100427","25NOV2001","15NOV2002","$31.55","$62.90","1.00"
"220100100427","16NOV2002","31DEC9999","$31.55","$62.90","1.00"
"220100100428","01JAN1998","31DEC9999","$30.70","$61.20","1.00"
"220100100429","01JAN1998","31DEC1998","$33.00","$66.10","1.00"
"220100100429","01JAN1999","31DEC1999","$33.00","$66.10","1.00"
"220100100429","01JAN2000","30DEC2000","$33.00","$66.10","1.00"
"220100100429","31DEC2000","30DEC2001","$33.00","$66.10","1.00"
"220100100429","31DEC2001","31DEC9999","$33.00","$66.10","1.00"
"220100100430","01JAN1998","22JAN1999","$32.70","$65.20","1.01"
"220100100430","23JAN1999","13FEB2000","$33.00","$65.80","1.01"
"220100100430","14FEB2000","06MAR2001","$33.30","$66.40","1.01"
"220100100430","07MAR2001","28MAR2002","$33.30","$66.40","1.00"
"220100100430","29MAR2002","31DEC9999","$33.30","$66.40","1.00"
"220100100431","01JAN1998","31DEC9999","$28.80","$57.40","1.00"
"220100100432","01JAN1998","31DEC9999","$32.45","$65.00","1.00"
"220100100433","01JAN1998","21NOV1998","$32.75","$65.30","1.01"
"220100100433","22NOV1998","12OCT1999","$32.75","$65.30","1.00"
"220100100433","13OCT1999","01SEP2000","$32.75","$65.30","1.00"
"220100100433","02SEP2000","23JUL2001","$32.75","$65.30","1.00"
"220100100433","24JUL2001","13JUN2002","$32.75","$65.30","1.00"
"220100100433","14JUN2002","31DEC9999","$32.75","$65.30","1.00"
"220100100434","01JAN1998","31DEC9999","$31.55","$62.90","1.00"
"220100100435","01JAN1998","31DEC9999","$42.95","$86.00","1.00"
"220100100436","01JAN1998","31DEC9999","$42.70","$85.50","1.00"
"220100100437","01JAN1998","31DEC9999","$43.85","$87.80","1.00"
"220100100438","01JAN1998","10DEC1998","$45.80","$91.70","1.00"
"220100100438","11DEC1998","19NOV1999","$45.80","$91.70","1.00"
"220100100438","20NOV1999","28OCT2000","$45.80","$91.70","1.00"
"220100100438","29OCT2000","07OCT2001","$45.80","$91.70","1.00"
"220100100438","08OCT2001","16SEP2002","$45.80","$91.70","1.00"
"220100100438","17SEP2002","31DEC9999","$45.80","$91.70","1.00"
"220100100439","01JAN1998","31DEC9999","$48.85","$97.80","1.00"
"220100100440","01JAN1998","31DEC9999","$64.05","$127.90","1.00"
"220100100441","01JAN1998","31DEC9999","$60.00","$120.10","1.00"
"220100100442","01JAN1998","31DEC9999","$56.35","$112.80","1.00"
"220100100443","01JAN1998","01DEC1998","$66.15","$132.40","1.01"
"220100100443","02DEC1998","01NOV1999","$66.15","$132.40","1.00"
"220100100443","02NOV1999","01OCT2000","$66.15","$132.40","1.00"
"220100100443","02OCT2000","01SEP2001","$66.15","$132.40","1.00"
"220100100443","02SEP2001","02AUG2002","$66.15","$132.40","1.00"
